nome,cargo,sexo,idade,salario
Albert Smith,analista,M,54,1666.05
Louise Christy,analista,F,59,1725.43
Gary Ervin,atendente:,M,35,949.57
Michael Stevens,supervisor,M,40,3224.31
Clyde Moreno,atendente:,M,60,902.1
Staci Newman,operador,F,53,1000.67
Kay Carter,atendente:,F,44,957.4
Marc Cassin,atendente:,M,22,978.11
Clarence Murray,atendente:,M,46,844.44
Larry Gayle,atendente:,M,56,876.64
Michael Eagen,vendedor,M,51,1185.43
Christopher Cooper,atendent,M,24,975.26
Sylvia Blue,analista,F,43,1483.45
Christopher Nielsen,operador,M,26,1062.31
Leroy Spera,operador,M,34,855.37
Dora Tedford,atendente:,F,34,992.84
Joseph Cox,operador,M,52,1131.85
Elenore Clinton,vendedor,F,24,1097.53
Mary Hoffmann,operador,F,28,986.03
Austin King,atendente:,M,32,735.06
Ian Burton,operador,M,37,1194.72
Ryan Pratka,analista,M,21,1387.63
Richard Miller,analista,M,34,1529.33
Jasper Schmelz,atendent,M,47,912.09
James Miller,atendente:,M,47,1049.13
Janet Ryan,atendente:,F,40,817.15
Orlando Strobel,operador,M,55,845.65
Melissa Nolan,analista,F,20,1342.4
Berenice Handy,operador,F,35,1003.28
Ronald Cunha,supervisor,M,30,3190.82
Sherwood Nethercutt,operador,M,47,1150.3
Jennifer Skinner,atendente:,F,37,964.74
Eddie Walsh,operador,M,25,1058.94
Mary Gaines,analista,F,51,1569.5
Ruth Saenz,atendent,F,44,838.59
Roger Ross,vendedor,M,47,1322.9
Steve Cline,operador,M,41,1069.47
William Johnson,operador,M,33,919.73
Dan Talbot,atendent,M,53,953.49
Melvin Lewis,analista,M,20,1663.88
Nancy Redinger,analista,F,38,1716.4
Michael Odle,atendente:,M,51,983.33
Billy Mcgehee,atendente:,M,34,877.03
Helen Jackson,analista,F,50,1534.49
Sharon Pittman,operador,F,44,980.61
Andera Hays,analista,F,45,1368.2
Mary Wagstaff,supervisor,F,53,3005.06
Mary Lalk,atendente:,F,35,898.31
Candice Salizar,operador,F,32,932.14
Ahmad Morales,atendente:,M,45,1063.92
Marcie Tables,operador,F,20,829.83
Randy Hall,operador,M,29,888.05
Ruthann Bates,supervisor,F,50,3265.41
Susie Harbison,supervisor,F,53,3313.06
Pauline Slaton,vendedor,F,59,1127.45
Mary Decker,analista,F,59,1621.0
Michael Jackson,operador,M,49,1125.09
James Vaughn,atendente:,M,55,1004.7
Stacy Logan,analista,M,27,1590.13
Carolyn Wilson,supervisor,F,57,3342.94
Michael Dennison,operador,M,23,893.65
Simon Vanhampler,vendedor,M,49,1109.27
Earl Walker,vendedor,M,55,1224.09
Anthony Johnson,supervisor,M,59,3530.11
Dorothy Chase,analista,F,21,1328.61
Anne Pryor,analista,F,52,1633.89
Rose Mejia,analista,F,59,1351.62
Anna Jageman,analista,F,55,1429.67
Susan Mccullough,operador,F,38,1106.38
Adeline Anguiano,atendente:,F,25,1006.81
Melissa Crouch,operador,F,38,1007.65
Virginia Parenteau,analista,F,30,1715.95
Everette Marks,analista,M,37,1370.89
Sarah Walker,vendedor,F,41,1171.45
Theresa Sanders,atendente:,F,27,791.2
Van Dunaway,operador,M,48,964.39
Junior Putnam,operador,M,23,954.09
Kristine Nelson,analista,F,52,1335.27
Christel Riley,supervisor,F,38,3053.17
Sue Frias,supervisor,F,30,3328.82
Gary Johnson,atendent,M,50,756.73
Justin Stoffregen,operador,M,60,922.07
Jessica Martin,vendedor,F,31,1207.13
Andrea King,atendente:,F,58,981.35
Daniel Kennedy,atendent,M,56,894.25
Adrian Wilson,operador,M,50,894.46
Jessica Dobson,analista,F,33,1557.0
Arnold Runion,analista,M,31,1263.32
Elizabeth Parker,analista,F,38,1427.13
Matthew Sampson,atendent,M,43,901.99
Gary Zarek,supervisor,M,31,2738.63
Allen Chun,supervisor,M,55,2785.21
Connie Allen,vendedor,F,34,1194.33
Robert Schulz,vendedor,M,51,1153.29
Samuel Shao,vendedor,M,59,1003.45
Wade Reeder,analista,M,55,1468.2
Sandra Adame,operador,F,48,974.57
Linda Navarrete,analista,F,24,1422.01
Jimmy Bell,atendente:,M,20,1005.24
Edwin Taylor,gerente,M,28,4883.98
Mary Rushford,operador,F,21,1068.45
Raymond Boden,operador,M,42,827.64
Mattie Noy,operador,F,26,936.08
Sherri Jordan,operador,F,53,1022.16
Robyn Simpson,supervisor,F,29,3860.9
Matt Mashburn,vendedor,M,53,1241.86
Jenny Gordon,atendente:,F,42,938.98
Maria Goddard,analista,F,38,1255.24
Billie Freitas,operador,F,41,956.05
Kenneth Randall,operador,M,28,831.51
Doug Parizo,analista,M,45,1184.67
Timothy Mickelsen,operador,M,60,775.03
Taylor Cruz,operador,F,42,997.91
Maria Scheele,atendente:,F,46,1063.47
Desiree Gardner,supervisor,F,27,3119.7
Derek Lewis,supervisor,M,26,2649.55
Lisa Dudley,atendente:,F,58,897.92
Steven Gonzalez,operador,M,48,1190.87
Kenneth Chavez,operador,M,30,1003.26
Harold Lutes,atendente:,M,44,1028.32
Beth Kim,analista,F,60,1678.4
Mark Cummings,analista,M,24,1319.82
Philip Donnell,atendente:,M,42,1019.06
Christopher Sanchez,operador,M,45,966.2
Brandon Daffron,atendent,M,49,911.63
Chang Price,operador,M,51,1045.43
Mary Hancock,supervisor,F,31,2953.24
Alex Lopez,analista,M,52,1384.64
Clinton White,atendente:,M,59,829.72
Virgil Connor,operador,M,33,1066.77
Destiny Kondo,operador,F,32,965.65
Randolph Singleton,operador,M,38,987.84
Alison Wixon,analista,F,52,1535.63
Joshua Kane,atendente:,M,47,826.03
Ralph Luevano,vendedor,M,29,1207.92
Zita Russell,atendent,F,52,1056.56
James Bruderer,operador,M,33,1093.04
Arturo Carrillo,atendente:,M,57,928.25
Damon Craig,vendedor,M,21,1317.96
Kevin Blake,operador,M,26,1080.38
Aretha Blackmon,operador,F,49,991.03
Mary Rounds,operador,F,31,971.52
Aleen Mcdaniel,operador,F,42,1104.27
Robby Emery,operador,M,49,1092.45
Brian Travis,analista,M,24,1712.4
Talisha Hill,operador,F,51,1157.2
Gilbert Farrington,operador,M,41,816.65
James Ranallo,operador,M,56,1017.94
Lester Dechant,supervisor,M,38,2674.43
Ronald Taylor,operador,M,31,959.3
Jose Leger,atendente:,M,34,823.77
Brenda Light,analista,F,58,1654.41
Betty Napolitano,atendente:,F,44,839.11
Sophia Newhouse,operador,F,54,1150.2
Julie Morales,analista,F,26,1496.41
Michael Wright,supervisor,M,51,3335.33
Richard Bush,analista,M,38,1370.99
Lorraine Pierro,analista,F,48,1602.96
Judith Wentz,operador,F,30,1069.43
Michael Stover,vendedor,M,24,1125.26
Glen Melton,atendente:,M,43,865.95
Kelly Berger,analista,F,33,1589.97
Steven Pella,vendedor,M,50,1191.68
David Robert,vendedor,M,25,1016.5
Melissa Aguilar,atendente:,F,42,884.91
Alda Mckeel,supervisor,F,21,2697.72
Dorris Hall,atendent,F,35,854.92
Margaret Thompson,atendente:,F,44,919.99
Teresa Abbott,analista,F,36,1274.81
Myrtle Long,operador,F,51,1030.32
Ernest Collingsworth,atendente:,M,32,918.76
Randy Simmons,analista,M,57,1461.1
Emilia Davis,atendente:,F,37,801.07
Elizabeth Williams,atendent,F,58,920.76
Sean Angles,operador,M,52,1019.12
Patrick Moravek,atendente:,M,40,802.36
Linda Butler,vendedor,F,38,1081.95
Angela Dunham,vendedor,F,44,1092.13
Darlene Campbell,atendent,F,56,895.74
Kelvin Bailey,atendent,M,51,933.04
Joseph Folse,operador,M,33,835.12
Jennifer Grimes,atendente:,F,31,787.06
Ora Holcomb,operador,F,58,1010.32
Bobby Parker,atendent,M,46,783.03
Dave Landsman,vendedor,M,32,1089.57
Dominque Martinez,supervisor,F,29,3030.7
Robert Buckhannon,atendent,M,53,966.49
Ross Prat,atendent,M,54,809.19
Roberto Kinne,atendente:,M,58,1012.99
Daren Ferguson,atendente:,M,27,893.08
Brian Stehle,atendente:,M,35,1008.74
Christine English,operador,F,34,1046.22
Jennifer Wynn,operador,F,50,789.94
James Fetty,operador,M,32,1054.78
Betty Hart,atendent,F,52,809.5
Christopher Maass,atendente:,M,48,981.87
Lawanda Wright,analista,F,56,1502.09
Donna Durgan,operador,F,35,964.83
Henrietta Mansfield,atendente:,F,29,1007.78
Amanda Jones,atendent,F,40,939.59
Kenneth Dodson,atendente:,M,51,1125.16
James Patterson,operador,M,36,1175.23
Brian Butler,diretor,M,26,10571.87
Ernest Wood,operador,M,24,1024.84
Nancy Wiley,operador,F,35,931.16
Brett Luke,vendedor,M,30,1169.42
Damien Busch,vendedor,M,41,1213.05
Linda Franke,vendedor,F,20,1189.54
Florence Upright,analista,F,34,1531.82
Charlotte Akins,analista,F,41,1596.53
Larry Ardrey,analista,M,20,1563.04
Bryan Campbell,diretor,M,31,8904.91
Clifford Baker,atendent,M,57,880.59
Norman Davis,analista,M,24,1631.89
Rodolfo Pettit,vendedor,M,39,1054.96
Sal Morant,atendent,M,24,1163.13
Nicole Pothoven,analista,F,51,1589.04
Andres Barragan,atendente:,M,20,1083.89
Katie Powell,atendent,F,51,877.45
Jan Snyder,atendente:,M,28,996.54
Grant Neel,operador,M,42,999.26
Kenya White,analista,F,31,1574.36
Mary Gross,operador,F,22,912.6
Angel Ruiz,operador,M,23,933.21
Estelle Dorsey,atendent,F,34,935.0
Jordon Burnett,analista,M,30,1409.83
Phil Edwards,operador,M,52,1114.53
Michael Ray,operador,M,30,1035.76
Gary Reed,atendent,M,23,1038.9
Willie Joyce,supervisor,F,33,3087.97
Sherri Wark,operador,F,21,948.26
Susan Kirsch,analista,F,50,1616.56
Doris Cunningham,analista,F,44,1425.85
Michael Graves,analista,M,31,1722.59
Herbert Walters,operador,M,43,963.4
Carl Mullins,atendente:,M,56,859.34
Daniel Gray,operador,M,40,1027.53
Fred Schwartz,supervisor,M,47,3203.9
Catherine Bright,vendedor,F,41,1311.89
Ernie Foster,analista,M,23,1471.03
Charles Sawyer,operador,M,52,1015.59
Judy Pach,analista,F,48,1464.35
Carol Snow,analista,F,38,1562.48
Dorothy Mckoy,operador,F,36,968.64
Paul Fontenot,analista,M,55,1317.12
Wendell Adank,atendente:,M,29,909.42
Deborah Eckenrode,vendedor,F,47,1105.61
Dolores Wiseman,analista,F,54,1307.04
Kathleen Corso,operador,F,53,909.67
Jefferson Dickman,analista,M,35,1843.69
Elizabeth Morrissey,operador,F,27,1023.79
Pamela Harmon,atendent,F,32,929.31
James Sisk,atendent,M,51,963.53
Cindy Holly,supervisor,F,55,3171.97
Gregory Corpus,atendente:,M,37,1107.46
Mary Obrien,atendente:,F,54,836.74
Monica Underwood,operador,F,22,906.35
Vera Wiley,analista,F,46,1365.71
Juliet Scott,atendent,F,24,965.36
Michelle Howard,atendente:,F,35,921.91
Nathan Osterman,vendedor,M,59,1012.53
Frances Laney,gerente,F,41,4623.69
Edward Southern,supervisor,M,56,3116.16
Lela Davies,supervisor,F,30,3181.76
Bonnie Ash,operador,F,57,956.76
Floyd Atkins,atendente:,M,31,778.14
Rose Jones,gerente,F,29,6259.29
Jeffrey Farrell,atendente:,M,25,830.14
Janice Fox,supervisor,F,51,3410.18
Floyd Ramirez,vendedor,M,26,1109.52
Amanda Troy,operador,F,25,866.99
Sarah Sicard,supervisor,F,59,2623.85
Maria Carman,atendent,F,32,1040.42
Greg Major,analista,M,36,1598.55
Jayson Trevino,analista,M,44,1631.32
Kathy Rodiguez,atendent,F,55,953.14
Mildred Holloway,atendente:,F,51,938.76
Philip Legg,analista,M,50,1583.13
Daren Perez,operador,M,21,939.25
John Hall,operador,M,38,881.86
Michael Joseph,analista,M,49,1215.54
James Wingard,atendente:,M,56,949.01
Pamela Busher,analista,F,43,1500.8
Kerri Trowbridge,vendedor,F,31,1089.61
James Barry,vendedor,M,37,1132.27
Amber Eyler,atendente:,F,32,1066.17
Stephen Hudson,analista,M,20,1693.88
Richard Wood,vendedor,M,59,1332.61
Mark Kidwell,vendedor,M,48,1403.52
Jasper Nealon,operador,M,57,995.79
Timothy Guidry,operador,M,22,967.39
Elizabeth Smith,atendente:,F,38,903.26
Bradley Cooper,atendent,M,23,901.52
Barbara Hoff,atendent,F,39,925.68
Bobby Crump,operador,M,52,1075.53
Karen Hood,operador,F,29,997.28
Kathleen Wall,analista,F,29,1498.55
Nicholas Lang,operador,M,52,1019.61
Fred Burchfield,supervisor,M,53,2832.09
Willie Pearson,operador,M,44,998.2
Wendi Key,atendente:,F,28,1059.13
Eric Cloninger,analista,M,56,1478.05
James James,atendent,M,54,1100.79
Jasmin Pinion,operador,F,40,942.17
Riley Rincon,analista,M,53,1516.38
Kathleen Bulle,operador,F,21,1044.9
Kathy Fernandez,operador,F,56,817.95
Peter Christiansen,vendedor,M,21,1327.57
Jack Fields,vendedor,M,52,1154.3
Lynne Palmer,analista,F,25,1375.68
Debbie Benthall,analista,F,58,1526.86
Cindy Kaufman,vendedor,F,26,1132.41
John Sartin,analista,M,50,1290.8
Grace Ball,vendedor,F,22,1284.05
Frances Frazier,operador,F,41,999.68
Carson Gregg,analista,M,59,1528.0
Carolyn Zywiec,analista,F,55,1214.05
Brenda Hopkins,operador,F,22,872.95
Jonathon Higuera,analista,M,45,1424.21
Hassan Skelton,analista,M,31,1745.5
James Mabery,atendente:,M,23,1010.6
Roma Hart,analista,F,20,1625.44
Ana Huey,atendent,F,58,922.44
John Taylor,atendente:,M,41,953.15
Corey Stohlton,supervisor,M,46,2726.61
Walter Schwipps,analista,M,39,1383.09
Robert Nealey,vendedor,M,49,950.78
Johnny Moody,analista,M,43,1613.67
Virginia Sullivan,analista,F,55,1547.01
Shelby Lyons,atendent,M,57,876.66
Joanne Swearengin,operador,F,44,1011.73
Kimberly Murray,vendedor,F,56,1182.27
Jamie Hugle,operador,M,56,907.04
Glen Veney,operador,M,31,815.01
Timothy Centini,atendent,M,31,971.83
Dorothy Nanasy,atendente:,F,58,844.87
Jennifer Ward,gerente,F,22,5359.16
Anne Haislip,gerente,F,48,5270.33
Walter Nicholson,analista,M,50,1704.52
Alma Wentzel,operador,F,40,1101.48
Jackie Jones,atendente:,F,44,1002.05
Gertrude Findlay,operador,F,35,908.11
John Megginson,atendente:,M,35,775.0
Harrison Knight,atendent,M,54,1069.46
Nancy Campbell,atendente:,F,59,994.11
Bessie Sholtis,operador,F,57,896.56
Rosa Marr,atendente:,F,24,787.24
Nannie Fox,gerente,F,52,5258.17
Antonio Wallace,vendedor,M,51,1326.76
Sara Santos,analista,F,40,1352.43
Sharon Kittel,operador,F,31,1269.06
Roger Lacosse,atendente:,M,29,802.56
Jose Oberlin,analista,M,59,1356.63
Kelley Haase,vendedor,F,30,1114.08
Kristin Dahms,operador,F,33,1142.7
Estelle Sistrunk,operador,F,38,1034.54
Billy Purinton,vendedor,M,35,1352.24
David Shore,vendedor,M,40,1189.06
Frank Jones,atendente:,M,58,833.84
Shirley Putnam,atendente:,F,32,872.27
Vickie Smith,analista,F,53,1711.74
Daniel Furlong,operador,M,43,786.91
Bonnie Hamrick,analista,F,22,1527.54
Michael Landry,analista,M,23,1302.76
Edmund Obrien,analista,M,36,1389.85
Deborah Martinson,atendente:,F,50,1052.63
Jill Nelson,gerente,F,45,4885.92
Lois Sylvester,operador,F,56,1114.97
Billy Merkel,atendente:,M,55,1057.95
Sue Melgar,diretor,F,56,10587.51
Elizabeth Nichols,atendente:,F,24,810.7
Edward Love,analista,M,60,1570.72
Madeline Outlaw,diretor,F,24,10315.28
Nellie Kuter,atendente:,F,29,882.68
Corinne Roza,atendente:,F,54,1017.53
Dorothy Campos,operador,F,39,971.93
Scott Hawkins,analista,M,60,1370.89
Otto Osborne,operador,M,25,1091.08
Claudia Richmond,gerente,F,60,4929.74
Rosemary Hain,analista,F,20,1761.35
Erika Hutcheson,diretor,F,20,9954.74
Richard Chan,operador,M,34,966.82
June Farnham,operador,F,53,1129.15
Francis Scott,analista,M,42,1638.91
James Couley,supervisor,M,22,2630.65
Shanta Irwin,analista,F,39,1352.3
Leon Segura,operador,M,29,1071.45
Cara Vetter,vendedor,F,27,1095.91
Elsie Brumaghim,analista,F,45,1542.46
John Roberts,operador,M,45,883.25
Jamar Ruiz,atendent,M,37,855.45
David Moore,analista,M,33,1656.18
Marta Granfield,vendedor,F,51,1243.68
Stephanie Brungardt,atendent,F,29,927.88
Lura Littles,operador,F,28,1047.33
Stephen Dillon,analista,M,60,1288.97
Amy Graham,vendedor,F,24,1184.88
Patricia Miller,atendente:,F,28,967.45
Jessica Morgan,atendente:,F,45,836.08
Teri Kitchel,vendedor,F,29,1546.46
Jason Morehead,atendent,M,41,792.93
Jeanene Borland,atendent,F,57,870.07
Eugene Evanich,operador,M,24,1018.91
Grady Penn,analista,M,29,1555.98
Paula Walker,operador,F,34,1203.73
Karen Andrews,operador,F,23,1001.77
Chris Tasch,operador,M,22,914.11
Stephen Lail,analista,M,31,1719.39
Ashley Grant,supervisor,F,49,2546.56
Roger Smith,operador,M,28,889.13
Irma Hubbard,analista,F,47,1374.65
Daniel Thomas,operador,M,30,952.08
Edda Kelley,gerente,F,35,5096.2
Michelle Marquess,analista,F,31,1647.81
Patrick Gillispie,gerente,M,20,4592.58
Amy Grooms,analista,F,47,1383.0
Dolores Holze,gerente,F,49,5011.6
Wayne Blair,analista,M,49,1707.94
Jack Kim,vendedor,M,43,1328.78
Martha Pack,operador,F,29,789.25
Mark Nies,analista,M,27,1423.94
Mark Francis,atendente:,M,48,864.15
Mary Dahlberg,atendent,F,31,787.94
Nestor Deason,operador,M,48,1169.34
Wesley Cawthorne,atendente:,M,58,930.13
Darrel Houston,operador,M,60,899.09
Carter Frazier,vendedor,M,55,1301.26
Ryan Pigue,vendedor,M,31,1148.54
Frances Grubaugh,atendent,F,42,933.78
Timothy Hays,operador,M,34,897.01
Thomas Brumit,operador,M,54,909.68
James Horton,analista,M,32,1444.98
Manuel Joslin,atendent,M,53,946.17
David Saur,operador,M,52,905.55
Melissa Murray,vendedor,F,52,1302.02
Leonard Mumford,analista,M,52,1310.04
Lillian Roorda,atendente:,F,23,824.02
John Jones,operador,M,25,893.39
Theresa Hensley,analista,F,25,1484.93
Larry Boyda,vendedor,M,25,991.1
Pamela Peterson,atendent,F,59,894.87
Clayton Oliver,operador,M,31,1083.97
Erica Baize,analista,F,44,1524.98
Inger Wason,analista,F,40,1158.59
Hilary Rolon,atendente:,F,48,784.09
Helen Wires,analista,F,24,1311.5
Todd Verdin,supervisor,M,37,3112.21
Myra Hoy,operador,F,20,1102.27
Alyse Swinney,diretor,F,47,10228.46
William Scott,analista,M,53,1302.95
Peter Woods,analista,M,51,1586.9
Mary Dillon,atendent,F,36,907.94
Roy Lessman,vendedor,M,53,1314.51
Billy Bowles,atendente:,M,58,916.49
Diane Walter,analista,F,24,1472.4
Adam Morgret,vendedor,M,43,1099.09
Nicholas Sanderfer,analista,M,20,1691.57
Maria Vietti,operador,F,34,852.82
Monica Sanchez,operador,F,53,1040.66
Dan Louis,operador,M,51,955.8
Kevin Hayworth,analista,M,34,1443.11
Richard Richerson,operador,M,48,902.04
Carlton Jaynes,operador,M,25,884.23
Kerry Winnett,analista,F,56,1560.35
Mathew Jones,vendedor,M,34,1256.45
Robert Collins,gerente,M,21,5335.51
Jill Salis,operador,F,52,895.61
James Baker,analista,M,51,1500.52
Kirsten Nelson,vendedor,F,34,1124.98
Katharine Sutton,analista,F,25,1449.25
Stacey Brooks,analista,F,29,1480.46
Vicki Easley,atendente:,F,59,996.5
Elizabeth Brewer,gerente,F,35,4515.94
Allie Havard,diretor,F,29,10572.55
John Simmons,operador,M,27,1173.36
Marjorie David,operador,F,22,930.02
Michael Rieben,vendedor,M,53,1419.12
Lynn Griffin,vendedor,F,25,1312.78
Addie Salas,operador,F,41,994.97
Barbara Benjamin,vendedor,F,59,1267.3
William Gray,atendente:,M,55,767.93
Elizabeth Bartolini,operador,F,42,858.21
Agnes Hagen,vendedor,F,58,1194.49
Elizabeth Kelley,analista,F,57,1678.01
Courtney Baker,atendente:,F,46,876.8
Richard Leeder,operador,M,48,960.22
Robert Knotts,operador,M,57,914.8
Dawn Brandt,analista,F,38,1695.98
Henry Anderson,analista,M,23,1543.88
David Roman,vendedor,M,33,1300.06
Justin Wheaton,analista,M,54,1353.46
Sidney Rowe,atendente:,M,51,983.98
Doris Pearcy,operador,F,35,919.91
Patricia Garica,analista,F,59,1401.95
Dennis Mendoza,analista,M,21,1350.45
Michele Ochoa,gerente,F,30,4389.76
Richard Winter,operador,M,25,976.54
Kyle Christensen,diretor,M,41,8805.38
Shirley Smoot,operador,F,21,1099.28
Randy Powell,atendente:,M,26,855.24
Malcolm Hopkins,analista,M,55,1690.93
Paul Noland,analista,M,26,1419.2
Sally France,atendente:,F,33,1044.64
Elvina Harless,operador,F,37,925.68
Rosie Suggs,gerente,F,53,4978.53
Carol Camarillo,atendente:,F,36,749.73
Ryan Alston,operador,M,42,1060.14
Kanisha Saffell,vendedor,F,36,962.21
Kara Tockey,operador,F,52,862.31
Adam Carpenter,atendente:,M,24,1000.17
Larry Robinson,operador,M,56,919.39
Joyce Guzman,atendente:,F,26,900.62
James Green,atendent,M,44,953.03
Minnie Greenberg,operador,F,60,952.76
Joseph Huddleston,gerente,M,26,5549.52
Victoria Fay,operador,F,20,762.91
Patricia Kelker,operador,F,38,974.47
Alice Russotti,analista,F,57,1586.23
Hattie Sayles,atendent,F,42,823.45
Van Beirne,operador,M,22,908.42
Wilburn Shiro,atendent,M,26,988.18
Jerome Cockrell,operador,M,38,845.87
Colin Keaton,analista,M,26,1518.62
Teresa Clayton,operador,F,51,937.07
James Hefley,atendente:,M,30,988.85
Ada Evans,vendedor,F,27,1097.98
John Lattea,diretor,M,25,10840.42
Gail Hampton,supervisor,F,44,3107.09
Audrey Doyle,atendente:,F,55,1063.06
Roger Benson,analista,M,43,1655.05
Sandra Urbine,atendent,F,44,887.78
Justin Blackburn,operador,M,24,962.65
Johnny Thomas,supervisor,M,34,3102.55
Ann Stavnes,operador,F,29,963.66
John Lange,atendente:,M,51,940.4
Mark Barjas,diretor,M,31,9640.37
Roman Stclair,operador,M,37,899.12
Elmo Neumeyer,operador,M,38,1025.53
Anna Shinoda,analista,F,22,1147.68
Rebecca Rosales,analista,F,42,1578.92
Wanda Santos,operador,F,49,1122.17
Donnell Stall,vendedor,M,39,1283.08
Alice Plascencia,operador,F,29,925.52
Ray Mickens,operador,M,48,1125.99
Barbara Bryant,vendedor,F,58,1247.85
Linda Percival,operador,F,27,1016.55
Barbara Roberts,atendente:,F,50,863.63
Victoria Patterson,analista,F,37,1437.51
Christopher Williams,analista,M,24,1608.54
Adrienne Thomas,diretor,F,24,8873.79
Lori Calahan,atendente:,F,37,748.92
Clayton Ruble,atendente:,M,26,756.69
Colleen Rodriguez,operador,F,60,1119.95
Nancy Moyes,analista,F,24,1604.7
Ina Preston,vendedor,F,50,999.33
Marie Roof,operador,F,49,1026.91
Charles Simonds,analista,M,29,1365.36
Roger Dejesus,analista,M,35,1588.49
Wanda Surface,atendente:,F,23,777.42
Virgie Callahan,analista,F,42,1659.18
Brenda Glover,operador,F,44,814.57
Phyllis Harris,atendent,F,28,843.69
Kenneth Boone,operador,M,27,1044.67
Karena James,operador,F,57,1218.38
Charles Landey,vendedor,M,28,1020.57
William Luna,analista,M,56,1415.6
Gary Cantrell,analista,M,43,1379.06
Michael Case,analista,M,34,1444.96
Ethel Pedigo,vendedor,F,37,1255.45
Everette Fox,analista,M,53,1548.25
Saul Baker,operador,M,42,1001.19
Janice Rios,operador,F,20,771.46
Anita Duncan,atendent,F,39,831.49
Catherine Keyes,operador,F,21,1084.6
Virginia Preston,analista,F,26,1388.46
Benjamin Williams,operador,M,56,1023.02
David Mcbain,vendedor,M,45,942.39
Blake Chavez,atendente:,M,30,795.66
Michael Snyder,analista,M,56,1666.56
Angela Kim,operador,F,40,796.76
Norma Brinkly,atendente:,F,27,864.72
